,clientid,museum_id,museum_list,features
563,liuxqpeyfk,"['4b596778-4379-48da-a946-0d04e39e3cea', 'a4e7ffe9-fe8a-4e22-9517-739881f87bfb', 'd0077c9a-8102-4749-ba85-fe2e8b3ef53d', '92a87b6a-4b73-4d77-a81b-4d4501893c4e', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', 'd1e42c4d-d176-4833-98a8-a3fb4a725b91', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', 'd9c3694b-8999-46e7-9264-66e2ca190c86']","['Museum Het Pakhuis', ""Museum 't Behouden Huys"", 'GeoFort', 'Elisabeth Weeshuis Museum', 'Natuurmuseum Fryslân', 'Museumpark Archeon', 'PreHistorisch Dorp', 'Zeeuws Maritiem MuZEEum', 'Museum Speelklok', 'Veiligheidsmuseum PIT']",['tech']
564,frkozlauhv,"['a8d715f7-82f5-4df4-9308-0d33c4c1eaa2', 'acfa8d9d-7062-4b90-b8fa-03a9d8535991', '5adfb94f-9e56-40b1-a93e-766264de3f02', '3f96c8bc-3397-4d76-a48a-ee33ca65a8bb', 'f9453fa1-3fe4-4c3e-a980-174ddae906fc', 'dffe8ae8-e39f-49d2-a41b-004775a406a8', 'eb12d0f0-4e38-4bcf-9848-0295d05335a1', 'f949947c-21cd-4074-bc78-c9039268ab07', '742e5925-2496-45d7-a5a8-4f5925dbb2b6', 'af698204-4437-411f-a1a9-d5a0fe7d16bb']","['Koninklijk Paleis Amsterdam', 'Storyworld | Forum Groningen', 'Zwanenbroedershuis', 'Sint Jan Gouda', 'Embassy of the Free Mind', 'Portugese Synagoge Amsterdam', 'Kasteelruïne - Fluweelengrot Valkenburg', 'Museum Menkemaborg', 'Huis Verwolde', 'Museum Veere']",['architectonic']
565,pvcbqdinhe,"['971a3945-faba-4021-8d5b-5b6fcd124640', '1335f2de-05b0-4351-8cae-1cb1263b3791', 'c92918d5-cb45-432d-9874-7b54289beb09', '92f68db4-1a4e-4847-990b-9710c4696e9a', '75ec946e-e708-4c76-8fd9-4106e9680283', '27b9e34f-c9da-47d5-a22e-d5140b9b0d18', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', 'cda45f48-2deb-4062-bd6f-ad4da92c8114', 'b280cbea-0bd7-47c1-a827-91cd7d305cbb', 'ac63eec9-a130-4e9c-b378-e23e076865dc']","['Zuiderzeemuseum', 'Het Scheepvaartmuseum', 'Nederlands Stoommachinemuseum', 'Beeld en Geluid', 'Nationaal Glasmuseum', 'Museum Sterrenwacht Sonnenborgh', 'Museum Speelklok', 'Museummolen en molenwinkel De Walvisch', 'Nationaal Modelspoor Museum', 'Nationaal Militair Museum']",['visual historical art']
566,bkamewcyvo,"['4cb403ef-21c9-4731-86a2-f9f32bd44487', 'b67b0651-df2f-48c8-9793-1024a0c9901e', 'd183dcdd-900b-4721-b8a0-c44912e8ce7f', 'dc084656-3e15-4519-9412-4753da0bc11b', 'cc12b367-a374-4c8a-bd04-8b24e412af3c', '1cd860b3-d35f-479d-9768-349702c3bc73', 'c2d8b6c2-92ae-46c2-9890-8696aaec6e1d', '86530fe9-05f8-4d04-8aae-1a59202425e8', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '971a3945-faba-4021-8d5b-5b6fcd124640']","['Brabants Museum Oud Oosterhout', 'Kasteel de Haar', 'Fruitteeltmuseum', 'Museumpark Orientalis', 'Nederlands Openluchtmuseum', 'Kröller-Müller Museum', 'Openluchtmuseum Ootmarsum', 'Feyenoord Museum', 'PreHistorisch Dorp', 'Zuiderzeemuseum']",['openair']
567,skvhqgmcap,"['10f92ca9-be97-40d2-b2ad-cb99d5154981', '95a74653-495e-4420-82e0-a1a6195f974d', '2fc39c27-ca42-462c-b8a5-6b8fdb927961', '60dcdaf1-a16f-4a63-877b-1734d0e74d8d', 'c19ee988-451e-4da4-b83d-ae4c1bfbf2f0', '078fe561-4a1d-4712-b204-11913bdd57b4', 'd277832b-8ab5-466d-ad2d-58a8f409f7cb', 'fb5c119f-f4a1-411c-a943-f609fcb5f5f3', 'b95305d9-cc57-498c-8819-c1983713d181', '1a918684-33d5-485a-80b7-90a8086803ef']","['Marres, Huis voor Hedendaagse Kunst', 'Museum De Lakenhal', 'Van Abbemuseum', 'Kunstmuseum Den Haag', 'Fotomuseum aan het Vrijthof', 'Kunstvereniging Diepenheim', 'Museum de Fundatie', 'Museum Swaensteyn', 'Keramiekcentrum Tiendschuur Tegelen', 'Buitenplaats Kasteel Wijlre']",['trainstation']
568,kdeirbwpfu,"['832cd1d6-c933-4279-8ae6-1e3fa38853a2', '944a4c15-58c0-44dc-8f8a-c65b44179c16', '057ec8d4-db1e-4b3a-a28c-3e5af7eb18b3', 'abaad182-4619-449e-96a5-4583f8701299', '3dc8fd2b-b27d-4552-8e95-7b51c95c08c9', 'b2398575-3c86-42a2-b07c-886384eb9add', '1e3aaa11-c04f-43bd-9707-58401ee41056', '8f9a43db-d28a-4857-b4e5-2f128210a7ee', '621c0554-f8d1-454c-9218-e60683a536ee', 'e9ad0209-89ad-4e53-a353-b7328562f8e6']","['Museum de Kantfabriek', 'Missiemuseum Steyl', 'Openluchtmuseum de Locht', ""Museum 'De Tien Malen'"", 'Katwijks Museum', 'Museum Wierdenland Ezinge', 'Hunebedcentrum', ""Museum 't Oude Slot"", 'mij | museum ijsselstein', 'Universiteitsmuseum Groningen']",['nature tech']
569,ohipgcdsvf,"['c4cc477e-1442-4ef9-96ea-539e46356b07', 'd393d962-7ee9-411b-8c60-c0879d6e3fd7', '41a0a29c-a655-4f51-979c-7fa624b303ea', 'd6dceab9-27ce-41aa-9be2-9e5189ba51f0', '38a216ca-1fee-45de-9b0a-ae857342d0c0', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', '9dd3fd7c-9281-4e0b-a661-909e597b93ee', 'b5f1962b-3709-4476-a8c7-6209ca198c7d', '1335f2de-05b0-4351-8cae-1cb1263b3791', '682197a8-0359-4094-8281-ffa059de480f']","['Louis Couperus Museum', 'Micropia', 'Tongerlohuys', 'Muzeeaquarium Delfzijl', 'Botanische Tuin TU Delft', 'Museon', 'Museum Rotterdam', 'Museum Veenendaal', 'Het Scheepvaartmuseum', 'Museum Catharijneconvent']",['weelchair']
570,trfluzvsjq,"['9f10ad8a-4d3c-4d7e-ab05-5c1bf5adc3f0', '689733f3-0f0a-411d-b5b4-a33dd39639f0', '9ad52af8-ef66-4266-b413-0e1a57995f50', '971a3945-faba-4021-8d5b-5b6fcd124640', '02d25c0f-f4db-4d00-a056-c35ee076964e', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '6c17c8de-2dd0-4670-b55d-402b84e26787', '3f224a07-d3c3-4467-ab27-2d0f4d6705dc', '798b12be-0127-4f41-91df-1a5e71af1e37', '1de93dee-f6b5-4a1c-8d7f-e896df26a694']","['Mariniersmuseum', 'Museum Weesp', 'Nationaal Reddingmuseum Dorus Rijkers', 'Zuiderzeemuseum', 'Museum Vlaardingen', 'Zeeuws Maritiem MuZEEum', 'Historisch Museum De Bevelanden', 'Openluchtmuseum en Themapark De Spitkeet', 'De Looierij', 'Literatuurmuseum']",['library']
571,xrdeoybzlj,"['23eaf7fc-a6ca-40a3-87c5-257dca174595', '424e8423-e43b-48e8-ad19-821014020860', '4b596778-4379-48da-a946-0d04e39e3cea', '832cd1d6-c933-4279-8ae6-1e3fa38853a2', 'd1e42c4d-d176-4833-98a8-a3fb4a725b91', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '01ab8bee-401f-4c85-a742-c2198fbcef28', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6', '7810d0eb-0034-457b-9cf7-ae7aa21e104f']","['Nationaal Onderduikmuseum', 'Comenius Museum', 'Museum Het Pakhuis', 'Museum de Kantfabriek', 'Museumpark Archeon', 'Joods Historisch Museum', 'Belasting & Douane Museum', 'Stedelijk Museum Amsterdam', 'Stedelijk Museum Alkmaar', 'Rijksmuseum Amsterdam']",['weelchair']
572,gbzcqfakvt,"['682197a8-0359-4094-8281-ffa059de480f', '689733f3-0f0a-411d-b5b4-a33dd39639f0', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', '621c0554-f8d1-454c-9218-e60683a536ee', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', '9f10ad8a-4d3c-4d7e-ab05-5c1bf5adc3f0', '02d25c0f-f4db-4d00-a056-c35ee076964e', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '971a3945-faba-4021-8d5b-5b6fcd124640', '1335f2de-05b0-4351-8cae-1cb1263b3791']","['Museum Catharijneconvent', 'Museum Weesp', 'Rijksmuseum Amsterdam', 'mij | museum ijsselstein', 'Universiteitsmuseum Groningen', 'Mariniersmuseum', 'Museum Vlaardingen', 'Zeeuws Maritiem MuZEEum', 'Zuiderzeemuseum', 'Het Scheepvaartmuseum']",['library']
573,vlyrjkdstn,"['7a27d9cd-4c8e-41d0-88c4-e0dafb39f84b', '61de31c6-e1a1-41e6-aca7-9a593e331c42', '9dd3fd7c-9281-4e0b-a661-909e597b93ee', '832cd1d6-c933-4279-8ae6-1e3fa38853a2', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', '621c0554-f8d1-454c-9218-e60683a536ee', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '682197a8-0359-4094-8281-ffa059de480f', '60780e37-d503-4b56-b1d5-a46c2358eb41', 'c4cc477e-1442-4ef9-96ea-539e46356b07']","['Museum De Voorde', 'Graafs Museum', 'Museum Rotterdam', 'Museum de Kantfabriek', 'Universiteitsmuseum Groningen', 'mij | museum ijsselstein', 'Zeeuws Maritiem MuZEEum', 'Museum Catharijneconvent', 'Streekmuseum Etten Leur', 'Louis Couperus Museum']",['trainstation']
574,lbkimodfcp,"['3d1a28ab-20dd-4d49-a6c1-23f504ec9472', '630f0ad9-d790-4a77-a847-e7acb31be6d8', '9689a6f1-871a-41e9-8f7d-a67d59ac7b98', 'cc12b367-a374-4c8a-bd04-8b24e412af3c', '2d859675-3803-40fe-8724-56d33734a322', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe', '41a0a29c-a655-4f51-979c-7fa624b303ea', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '9afcd6a2-85e3-4c7c-9f82-887076f83a68', '5ebaa739-b1a4-443b-9cde-6c0b18e81607']","['Tropenmuseum', 'De Hollandsche Manege', 'Streekmuseum ""De Meestoof""', 'Nederlands Openluchtmuseum', 'Bureau Europa', 'Kasteel Huis Bergh', 'Tongerlohuys', 'Joods Historisch Museum', 'Slot Loevestein', 'Museon']",['culture']
575,okmutsbpiz,"['9d6fdbeb-e330-4eb0-9fa7-cd26adfe7413', 'cb0ac5e1-e2e8-429e-9b48-54414bf84d2b', '1f85673a-ba18-4aaf-821a-baf56c7efea7', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', 'fde0ab33-2d85-4f29-a0fb-6e13a6f52142', '10f92ca9-be97-40d2-b2ad-cb99d5154981', '053014de-f18f-45e3-8dc6-c3f907646311', '630f0ad9-d790-4a77-a847-e7acb31be6d8', '56518036-a7ca-43fe-b010-2ddfcec6aca3', '1e3aaa11-c04f-43bd-9707-58401ee41056']","['Museum W', 'Museum van de Geest | Outsider Art', 'Hermitage Amsterdam', 'Universiteitsmuseum Groningen', 'Het Nieuwe Instituut', 'Marres, Huis voor Hedendaagse Kunst', 'Museum De Domijnen, afdeling Hedendaagse Kunst', 'De Hollandsche Manege', 'Mauritshuis', 'Hunebedcentrum']",['exhibition']
576,sekoqcpxyl,"['6d4868c9-74a6-41f4-8c23-cabe36c82361', 'ddc06b8b-9dd1-4768-be15-75477b0f104a', 'fde0ab33-2d85-4f29-a0fb-6e13a6f52142', 'a7e42402-9eb9-4312-abf5-ae09e951e068', 'f42df924-d7b0-44e0-b996-2936871c504e', '0cd34664-4811-49a5-acd5-42fc00200943', '41a0a29c-a655-4f51-979c-7fa624b303ea', '3b0519ec-a69a-4f2f-8ea2-a5ac4428d096', 'cc12b367-a374-4c8a-bd04-8b24e412af3c', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5']","['Nationaal Onderwijsmuseum', 'Spoorwegmuseum', 'Het Nieuwe Instituut', 'Airborne Museum at Hartenstein', 'Museum van de Vrouw', 'Het Hof van Nederland', 'Tongerlohuys', 'Nederlands Fotomuseum', 'Nederlands Openluchtmuseum', 'Belasting & Douane Museum']",['discovery anthropology']
577,avheotizsg,"['ddc06b8b-9dd1-4768-be15-75477b0f104a', '1f85673a-ba18-4aaf-821a-baf56c7efea7', '9457c575-1900-4fc7-aca3-c7e1a1f26826', '1de93dee-f6b5-4a1c-8d7f-e896df26a694', 'd545be8a-48d2-4af9-862d-d26a821787e0', '1f8bb764-3a9f-4159-b775-829e80c953a2', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6', 'a8d715f7-82f5-4df4-9308-0d33c4c1eaa2']","['Spoorwegmuseum', 'Hermitage Amsterdam', 'CODA', 'Literatuurmuseum', 'Paleis Het Loo', 'Rijksmuseum Muiderslot', 'PreHistorisch Dorp', 'Kasteel Huis Bergh', 'Stedelijk Museum Alkmaar', 'Koninklijk Paleis Amsterdam']",['audiotour']
578,gsbzxchqdi,"['43342fe3-e57f-4b74-883f-207d1cf0a24b', 'd0077c9a-8102-4749-ba85-fe2e8b3ef53d', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '92a87b6a-4b73-4d77-a81b-4d4501893c4e', '54f9204e-e6fd-4ea3-a352-84484292b8ba', 'a4e7ffe9-fe8a-4e22-9517-739881f87bfb', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', 'd9c3694b-8999-46e7-9264-66e2ca190c86']","['De Bastei', 'GeoFort', 'NEMO Science Museum', 'Zeeuws Maritiem MuZEEum', 'Elisabeth Weeshuis Museum', 'PreHistorisch Dorp', ""Museum 't Behouden Huys"", 'Museum Speelklok', 'Belasting & Douane Museum', 'Veiligheidsmuseum PIT']",['children']
579,ljmndtqvkp,"['95a74653-495e-4420-82e0-a1a6195f974d', '6d57096e-0987-4a5d-8550-12422e46c012', '682197a8-0359-4094-8281-ffa059de480f', 'cfb73ba4-3c32-49fe-95f6-39f1b18f8894', '3df6ef97-9a05-4b69-b1a4-e3789f20dc13', '971a3945-faba-4021-8d5b-5b6fcd124640', 'a2040f47-849b-4ca6-967e-adee1ee5a930', 'bf8b8c20-c838-44b9-a574-303d4b3e66e8', '4f05881b-f742-480c-b13d-91d99c6fc4a2', '7810d0eb-0034-457b-9cf7-ae7aa21e104f']","['Museum De Lakenhal', 'Liemers Museum', 'Museum Catharijneconvent', 'Nationaal Vlechtmuseum', 'Museum Paul Tetar van Elven', 'Zuiderzeemuseum', 'TextielMuseum', 'Teylers Museum', 'Veenkoloniaal Museum', 'Rijksmuseum Amsterdam']",['exp stories']
580,rkzbjcdlea,"['dffe8ae8-e39f-49d2-a41b-004775a406a8', '2adac304-3df6-4588-a60b-c763f29595f9', '9d3a2998-159f-42de-b069-48efe943607d', '7b137589-30ad-453e-8313-7feeba7c3d51', '783538c2-21d3-4a79-9830-01b9ae3812b9', '86ce2124-88f3-4fce-b174-20b61d0bdaaa', '6c17c8de-2dd0-4670-b55d-402b84e26787', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', 'a4e7ffe9-fe8a-4e22-9517-739881f87bfb', '92a87b6a-4b73-4d77-a81b-4d4501893c4e']","['Portugese Synagoge Amsterdam', 'Historisch Museum Den Briel', 'Gorcums Museum', 'Fotomuseum Den Haag', 'Design Museum Den Bosch', 'Stadskasteel Zaltbommel', 'Historisch Museum De Bevelanden', 'Joods Historisch Museum', ""Museum 't Behouden Huys"", 'Elisabeth Weeshuis Museum']",['local history war']
581,kdrojqemuy,"['971a3945-faba-4021-8d5b-5b6fcd124640', 'd9c3694b-8999-46e7-9264-66e2ca190c86', 'ec263e46-374a-4932-b898-9d543994eecf', '2c843151-3bfa-4329-8f32-5e969d913214', 'a2040f47-849b-4ca6-967e-adee1ee5a930', '1335f2de-05b0-4351-8cae-1cb1263b3791', 'a02b36f2-4f62-449b-a071-822fcfab14b2', '95a74653-495e-4420-82e0-a1a6195f974d', '682197a8-0359-4094-8281-ffa059de480f', '7810d0eb-0034-457b-9cf7-ae7aa21e104f']","['Zuiderzeemuseum', 'Veiligheidsmuseum PIT', 'Visserijmuseum Zoutkamp', 'Marinemuseum', 'TextielMuseum', 'Het Scheepvaartmuseum', 'Kinderboekenmuseum', 'Museum De Lakenhal', 'Museum Catharijneconvent', 'Rijksmuseum Amsterdam']",['exp stories']
582,ipgfomzbcr,"['a28f5f86-7181-44e8-9dcc-12ca3f94b4a7', '86ce2124-88f3-4fce-b174-20b61d0bdaaa', '97dca6c1-6b1a-4ffe-a048-83ecce6707a5', 'bdd23118-7948-42bd-8421-36d9ec2e423b', '621c0554-f8d1-454c-9218-e60683a536ee', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '1de93dee-f6b5-4a1c-8d7f-e896df26a694', '3f224a07-d3c3-4467-ab27-2d0f4d6705dc', '798b12be-0127-4f41-91df-1a5e71af1e37']","['Heerenveen Museum', 'Stadskasteel Zaltbommel', 'Beeld en Geluid Den Haag', 'Nationaal Archief', 'mij | museum ijsselstein', 'Universiteitsmuseum Groningen', 'Joods Historisch Museum', 'Literatuurmuseum', 'Openluchtmuseum en Themapark De Spitkeet', 'De Looierij']",['visual']
583,antjepcmik,"['38a216ca-1fee-45de-9b0a-ae857342d0c0', '5ea552c8-0db1-4e75-b6b0-d5b5933a5f2f', 'd579493e-5364-4327-b712-d231508db640', 'd9c3694b-8999-46e7-9264-66e2ca190c86', 'a2040f47-849b-4ca6-967e-adee1ee5a930', 'd545be8a-48d2-4af9-862d-d26a821787e0', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', '1f85673a-ba18-4aaf-821a-baf56c7efea7', '682197a8-0359-4094-8281-ffa059de480f']","['Botanische Tuin TU Delft', 'Limburgs Museum', 'Portrait Gallery of the 17th Century', 'Veiligheidsmuseum PIT', 'TextielMuseum', 'Paleis Het Loo', 'Rijksmuseum Amsterdam', 'Museon', 'Hermitage Amsterdam', 'Museum Catharijneconvent']",['weelchair']
584,sjdurvwzoi,"['bbcc349c-6f7e-4416-a6f9-1954997e54e6', 'ebd8da56-bf8c-4233-9adb-792ddd85452c', '7a6bb20e-440e-428d-a735-e417b43aa8a9', 'd579493e-5364-4327-b712-d231508db640', 'aa8279d3-78cf-4af8-8f83-24dd44caabd6', '3f1b3299-65f6-47c7-a507-56346cab0a5e', '179e0120-23f9-434b-804b-172effcfc85d', '1f85673a-ba18-4aaf-821a-baf56c7efea7', 'd545be8a-48d2-4af9-862d-d26a821787e0', 'eba73114-b030-49d1-9108-e60ea8670b3a']","['Stadsmuseum Groenlo', 'Stadsarchief Amsterdam', 'Museum Willet-Holthuysen', 'Portrait Gallery of the 17th Century', 'Amsterdam Museum', 'Museum Stedhûs Sleat', 'De Nieuwe Kerk', 'Hermitage Amsterdam', 'Paleis Het Loo', 'Museum Het Schip']",['historical']
585,dvistemrux,"['a2c1a9f7-97b2-493a-a04c-a760d4066ba9', 'f9453fa1-3fe4-4c3e-a980-174ddae906fc', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', 'dffe8ae8-e39f-49d2-a41b-004775a406a8', 'f949947c-21cd-4074-bc78-c9039268ab07', '3df6ef97-9a05-4b69-b1a4-e3789f20dc13', '1a918684-33d5-485a-80b7-90a8086803ef', '630f0ad9-d790-4a77-a847-e7acb31be6d8', '4f05881b-f742-480c-b13d-91d99c6fc4a2', '1cf7d97e-57d6-4550-be98-8d19ea5ac3a5']","['Museum van de Geest | Dolhuys', 'Embassy of the Free Mind', 'Museon', 'Portugese Synagoge Amsterdam', 'Museum Menkemaborg', 'Museum Paul Tetar van Elven', 'Buitenplaats Kasteel Wijlre', 'De Hollandsche Manege', 'Veenkoloniaal Museum', 'Pieter Vermeulen Museum']",['exhibition']
586,hsuobrqfea,"['c2d8b6c2-92ae-46c2-9890-8696aaec6e1d', 'd1e42c4d-d176-4833-98a8-a3fb4a725b91', 'b5023390-ced1-4210-a14c-23c349b2ee15', '630f0ad9-d790-4a77-a847-e7acb31be6d8', '86530fe9-05f8-4d04-8aae-1a59202425e8', 'b0654f59-55d5-4c74-8420-3d3938f861e2', '971a3945-faba-4021-8d5b-5b6fcd124640', '9afcd6a2-85e3-4c7c-9f82-887076f83a68', '54f9204e-e6fd-4ea3-a352-84484292b8ba', 'cc12b367-a374-4c8a-bd04-8b24e412af3c']","['Openluchtmuseum Ootmarsum', 'Museumpark Archeon', 'Afrika Museum', 'De Hollandsche Manege', 'Feyenoord Museum', 'Botanische Tuin De Kruidhof', 'Zuiderzeemuseum', 'Slot Loevestein', 'PreHistorisch Dorp', 'Nederlands Openluchtmuseum']",['openair']
587,tpscuodbhq,"['97dca6c1-6b1a-4ffe-a048-83ecce6707a5', 'f61643e5-0237-4536-90ef-d3e8f721de21', '8fae9e9b-5c62-477b-9ccc-d9d3ec1d695c', '02d25c0f-f4db-4d00-a056-c35ee076964e', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', '9f10ad8a-4d3c-4d7e-ab05-5c1bf5adc3f0', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', '971a3945-faba-4021-8d5b-5b6fcd124640', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1']","['Beeld en Geluid Den Haag', 'Biesbosch MuseumEiland', 'Nederlands Zilvermuseum', 'Museum Vlaardingen', 'Museum Speelklok', 'Mariniersmuseum', 'Veiligheidsmuseum PIT', 'Rijksmuseum Amsterdam', 'Zuiderzeemuseum', 'Zeeuws Maritiem MuZEEum']",['weelchair']
588,ughbnpdmrl,"['ddcb0195-4e2a-4be5-9e42-97c34308367c', 'b2c2237c-a0b5-4d94-99b9-c71b8ede2fc5', '95a74653-495e-4420-82e0-a1a6195f974d', '1cd860b3-d35f-479d-9768-349702c3bc73', '2ed9bac7-8ebe-479a-9bf8-6b837c7f0e90', '1a918684-33d5-485a-80b7-90a8086803ef', 'c79c20d2-9c0c-4a88-823b-6f7842a46562', '078fe561-4a1d-4712-b204-11913bdd57b4', '56518036-a7ca-43fe-b010-2ddfcec6aca3', '10f92ca9-be97-40d2-b2ad-cb99d5154981']","['Cobra Museum voor Moderne Kunst', 'Stedelijk Museum Zutphen', 'Museum De Lakenhal', 'Kröller-Müller Museum', 'Museum van Bommel van Dam', 'Buitenplaats Kasteel Wijlre', 'Museum Beelden aan Zee', 'Kunstvereniging Diepenheim', 'Mauritshuis', 'Marres, Huis voor Hedendaagse Kunst']",['weelchair']
589,lwbcmgohqn,"['cda45f48-2deb-4062-bd6f-ad4da92c8114', 'cb0ac5e1-e2e8-429e-9b48-54414bf84d2b', '4ed3950e-9848-4acc-b32c-17b853e757be', 'a2c1a9f7-97b2-493a-a04c-a760d4066ba9', 'aa8279d3-78cf-4af8-8f83-24dd44caabd6', '1e3aaa11-c04f-43bd-9707-58401ee41056', '4f05881b-f742-480c-b13d-91d99c6fc4a2', '044424ba-e4e7-4de8-b88c-ccaf14cf4c59', '630f0ad9-d790-4a77-a847-e7acb31be6d8', '0c2e2821-f3fd-4403-8b5a-37cb256b76a2']","['Museummolen en molenwinkel De Walvisch', 'Museum van de Geest | Outsider Art', 'Museum Het Rembrandthuis', 'Museum van de Geest | Dolhuys', 'Amsterdam Museum', 'Hunebedcentrum', 'Veenkoloniaal Museum', 'Honig Breethuis', 'De Hollandsche Manege', 'Kamp Westerbork']",['historic_location']
590,ljwdyefxoa,"['dffe8ae8-e39f-49d2-a41b-004775a406a8', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', '5ea552c8-0db1-4e75-b6b0-d5b5933a5f2f', '98bfd0ed-dbf9-4d89-ae77-bba0a13ce4d0', '9689a6f1-871a-41e9-8f7d-a67d59ac7b98', '33fdc6ef-026e-4a2d-afc1-8b56f1ed6a08', '60780e37-d503-4b56-b1d5-a46c2358eb41', 'd280a91d-ebc1-4607-afb9-e38a67c862d0', '3d1a28ab-20dd-4d49-a6c1-23f504ec9472', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df']","['Portugese Synagoge Amsterdam', 'Museon', 'Limburgs Museum', 'Humanity House', 'Streekmuseum ""De Meestoof""', 'Museum Volkenkunde', 'Streekmuseum Etten Leur', 'Wereldmuseum Rotterdam', 'Tropenmuseum', 'Joods Historisch Museum']",['ethnology']
591,cinjvfybha,"['a5e644b6-829e-477a-956f-91eb4fa4e1a4', '55536edf-d8c3-4415-aef5-5ffeb76a2bd5', '9f88e8ae-c589-427e-becb-1e071b215cd1', '1f85673a-ba18-4aaf-821a-baf56c7efea7', '9afcd6a2-85e3-4c7c-9f82-887076f83a68', '4c123cbb-afaa-4150-94ff-4b94dfc60b4f', 'a8d715f7-82f5-4df4-9308-0d33c4c1eaa2', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe']","['Kasteel Cannenburch', 'Kasteel Amerongen', 'Kasteel Keukenhof', 'Hermitage Amsterdam', 'Slot Loevestein', 'Museum Helmond', 'Koninklijk Paleis Amsterdam', 'Stedelijk Museum Alkmaar', 'PreHistorisch Dorp', 'Kasteel Huis Bergh']",['audiotour']
592,tywuxhzkqd,"['424e8423-e43b-48e8-ad19-821014020860', '832cd1d6-c933-4279-8ae6-1e3fa38853a2', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', '39b0a7b4-6bf6-4c5d-a29a-0e4266055be1', '179e0120-23f9-434b-804b-172effcfc85d', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '4b596778-4379-48da-a946-0d04e39e3cea', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6', 'd1e42c4d-d176-4833-98a8-a3fb4a725b91', '7810d0eb-0034-457b-9cf7-ae7aa21e104f']","['Comenius Museum', 'Museum de Kantfabriek', 'Universiteitsmuseum Groningen', 'Museum De Waag', 'De Nieuwe Kerk', 'Joods Historisch Museum', 'Museum Het Pakhuis', 'Stedelijk Museum Alkmaar', 'Museumpark Archeon', 'Rijksmuseum Amsterdam']",['disabled']
593,achwpoyflk,"['944a4c15-58c0-44dc-8f8a-c65b44179c16', '4b596778-4379-48da-a946-0d04e39e3cea', '057ec8d4-db1e-4b3a-a28c-3e5af7eb18b3', '3dc8fd2b-b27d-4552-8e95-7b51c95c08c9', '9967b239-a72b-4ad5-9215-c6383b7229d7', '1e3a00ee-337e-4cc0-9688-782f4021eb94', '621c0554-f8d1-454c-9218-e60683a536ee', 'be9f0da1-1fde-448d-845a-cd231dac8c3e', '1e3aaa11-c04f-43bd-9707-58401ee41056', 'e9ad0209-89ad-4e53-a353-b7328562f8e6']","['Missiemuseum Steyl', 'Museum Het Pakhuis', 'Openluchtmuseum de Locht', 'Katwijks Museum', 'Miramar Zeemuseum', 'Natuurhistorisch Museum Maastricht', 'mij | museum ijsselstein', 'Leudal Museum', 'Hunebedcentrum', 'Universiteitsmuseum Groningen']",['culture']
