,clientid,museum_id,museum_list,features
30,ngtcbysrvi,"['783538c2-21d3-4a79-9830-01b9ae3812b9', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '86ce2124-88f3-4fce-b174-20b61d0bdaaa', '97dca6c1-6b1a-4ffe-a048-83ecce6707a5', 'f7d86ac9-4f08-4628-954b-0afec628135d', '1e1dc984-631c-4c66-9ca3-b5b982fdff51', 'bdd23118-7948-42bd-8421-36d9ec2e423b', '3f224a07-d3c3-4467-ab27-2d0f4d6705dc', '1de93dee-f6b5-4a1c-8d7f-e896df26a694', '798b12be-0127-4f41-91df-1a5e71af1e37']","['Design Museum Den Bosch', 'Joods Historisch Museum', 'Stadskasteel Zaltbommel', 'Beeld en Geluid Den Haag', 'Huis van Hilde', 'Stoomtrein Katwijk Leiden', 'Nationaal Archief', 'Openluchtmuseum en Themapark De Spitkeet', 'Literatuurmuseum', 'De Looierij']","['local history war', 'library', 'scavenger']"
31,bcvpqaogwz,"['7e411587-1b9d-44f9-ada4-5305bea2798e', '971a3945-faba-4021-8d5b-5b6fcd124640', '424e8423-e43b-48e8-ad19-821014020860', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', 'a2040f47-849b-4ca6-967e-adee1ee5a930', 'b5f1962b-3709-4476-a8c7-6209ca198c7d', '9dd3fd7c-9281-4e0b-a661-909e597b93ee', '689733f3-0f0a-411d-b5b4-a33dd39639f0', '60780e37-d503-4b56-b1d5-a46c2358eb41', '1335f2de-05b0-4351-8cae-1cb1263b3791']","['Museum Boijmans Van Beuningen', 'Zuiderzeemuseum', 'Comenius Museum', 'Zeeuws Maritiem MuZEEum', 'TextielMuseum', 'Museum Veenendaal', 'Museum Rotterdam', 'Museum Weesp', 'Streekmuseum Etten Leur', 'Het Scheepvaartmuseum']","['exhibition', 'trainstation', 'historic_museum']"
32,slcknroemz,"['a001e606-6873-4420-92be-8c458691bf35', '9bcb7330-2cae-44b4-9fca-9f6e1c4501e5', '02f0dab3-4ee5-4c38-a0b8-ae02ed4b06b3', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', '1cf7d97e-57d6-4550-be98-8d19ea5ac3a5', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', '2a3a81ef-29ee-44f9-9367-26f890075735', 'd393d962-7ee9-411b-8c60-c0879d6e3fd7', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', 'd6dceab9-27ce-41aa-9be2-9e5189ba51f0']","['Natuurmuseum Brabant', 'Natuurcentrum Ameland', 'Botanische Tuinen Utrecht', 'Natuurmuseum Fryslân', 'Pieter Vermeulen Museum', 'Universiteitsmuseum Groningen', 'De Museumfabriek', 'Micropia', 'Museon', 'Muzeeaquarium Delfzijl']","['trainstation', 'nature', 'gardens']"
33,redjzhpfnu,"['4c123cbb-afaa-4150-94ff-4b94dfc60b4f', '2aab8e4a-58db-4bf4-afe8-06a444b8e56c', 'f76d5813-3efb-44c8-beff-5d2a569d7eb3', '38609b0d-35a3-43ce-9896-d7c42996b702', 'a02b36f2-4f62-449b-a071-822fcfab14b2', '5ea552c8-0db1-4e75-b6b0-d5b5933a5f2f', '71728b2c-4b17-4855-8663-98a7788acaf0', 'a28f5f86-7181-44e8-9dcc-12ca3f94b4a7', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '1f85673a-ba18-4aaf-821a-baf56c7efea7']","['Museum Helmond', 'Keramiekmuseum Princessehof', 'Museum Gouda', 'Museum Slager', 'Kinderboekenmuseum', 'Limburgs Museum', 'Groninger Museum', 'Heerenveen Museum', 'Veiligheidsmuseum PIT', 'Hermitage Amsterdam']","['exp stories', 'scavenger', 'trainstation']"
34,raknybvjoi,"['43342fe3-e57f-4b74-883f-207d1cf0a24b', '6d4868c9-74a6-41f4-8c23-cabe36c82361', '69295701-69e0-47c2-89c5-1586e4f3f64a', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', 'd0077c9a-8102-4749-ba85-fe2e8b3ef53d', '97dca6c1-6b1a-4ffe-a048-83ecce6707a5', '54f9204e-e6fd-4ea3-a352-84484292b8ba', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '0d9b11c5-4842-4d97-b105-908bca7c8fa5']","['De Bastei', 'Nationaal Onderwijsmuseum', 'Nationaal Baggermuseum', 'NEMO Science Museum', 'GeoFort', 'Beeld en Geluid Den Haag', 'PreHistorisch Dorp', 'Natuurmuseum Fryslân', 'Veiligheidsmuseum PIT', 'Museum Speelklok']","['naval', 'children', 'library']"
35,tsuarywbcq,"['c40020e4-d23b-4607-9145-7aa020866c04', '179e0120-23f9-434b-804b-172effcfc85d', 'eba73114-b030-49d1-9108-e60ea8670b3a', 'bff4bba9-6f13-4a2a-ab4c-47a3946f61dd', 'e16ae770-865f-47d5-99ff-6ae6fc094217', '64669da3-83b4-421d-a306-4f0c6669d7db', 'd545be8a-48d2-4af9-862d-d26a821787e0', 'aa8279d3-78cf-4af8-8f83-24dd44caabd6', '1f85673a-ba18-4aaf-821a-baf56c7efea7', 'a8d715f7-82f5-4df4-9308-0d33c4c1eaa2']","[""Huygens' Hofwijck"", 'De Nieuwe Kerk', 'Museum Het Schip', 'Tassenmuseum Amsterdam', 'Weegschaal Museum Naarden', 'Grachtenmuseum Amsterdam', 'Paleis Het Loo', 'Amsterdam Museum', 'Hermitage Amsterdam', 'Koninklijk Paleis Amsterdam']","['trainstation', 'visual', 'historical']"
36,evglpwtuza,"['17aed04d-9186-4452-b263-0de3dfe7f6f2', '85cac575-f2a0-4260-9aa2-baca96d38f3b', '80a37d9f-37d1-466f-96c2-b65044666fbe', 'c2219eac-c939-49f6-ba34-325d739caf9b', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe', '3b3c0cbf-7176-4d16-bc60-89eeeb679a76', 'dc333343-ecdf-4502-a6b7-35b8ba5c1684', 'a5e644b6-829e-477a-956f-91eb4fa4e1a4', '30f51fcc-b373-4b85-9ba0-40d958542540', 'd0bf039f-cc00-4511-bb91-94ac191a3c67']","['Slot Zuylen', 'Kasteel Het Nijenhuis', 'Kasteel Duivenvoorde', 'Kasteel Rosendael', 'Kasteel Huis Bergh', 'Kasteel Radboud', 'Kasteel Doorwerth', 'Kasteel Cannenburch', 'Kasteel Doornenburg', 'Kasteel Hoensbroek']","['restaurant', 'visual', 'castles']"
37,iczjlmawko,"['b1d4586f-c77c-43f7-bb72-649f1af68575', 'bf8b8c20-c838-44b9-a574-303d4b3e66e8', '1f85673a-ba18-4aaf-821a-baf56c7efea7', 'd0077c9a-8102-4749-ba85-fe2e8b3ef53d', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1']","['Philips Museum', 'Teylers Museum', 'Hermitage Amsterdam', 'GeoFort', 'Belasting & Douane Museum', 'Museon', 'Natuurmuseum Fryslân', 'PreHistorisch Dorp', 'Museum Speelklok', 'Zeeuws Maritiem MuZEEum']","['scavenger', 'trainstation', 'exp stories']"
38,pjkgtfsdub,"['43342fe3-e57f-4b74-883f-207d1cf0a24b', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '832cd1d6-c933-4279-8ae6-1e3fa38853a2', 'e89e2757-e3e7-4d22-bba5-58f4164a0105', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', '4cb403ef-21c9-4731-86a2-f9f32bd44487', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', '4b596778-4379-48da-a946-0d04e39e3cea']","['De Bastei', 'Zeeuws Maritiem MuZEEum', 'Veiligheidsmuseum PIT', 'Museum de Kantfabriek', 'Museum Staphorst', 'Universiteitsmuseum Groningen', 'Brabants Museum Oud Oosterhout', 'PreHistorisch Dorp', 'NEMO Science Museum', 'Museum Het Pakhuis']","['openair', 'nature tech', 'children']"
39,gwsyfzckbi,"['f76d5813-3efb-44c8-beff-5d2a569d7eb3', '1f85673a-ba18-4aaf-821a-baf56c7efea7', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', '4c123cbb-afaa-4150-94ff-4b94dfc60b4f', 'a28f5f86-7181-44e8-9dcc-12ca3f94b4a7', '71728b2c-4b17-4855-8663-98a7788acaf0', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '95a74653-495e-4420-82e0-a1a6195f974d', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1']","['Museum Gouda', 'Hermitage Amsterdam', 'Rijksmuseum Amsterdam', 'Museum Helmond', 'Heerenveen Museum', 'Groninger Museum', 'Museum Speelklok', 'Veiligheidsmuseum PIT', 'Museum De Lakenhal', 'Zeeuws Maritiem MuZEEum']","['exhibition', 'visual', 'library']"
40,hexpcjsrfn,"['d0bf039f-cc00-4511-bb91-94ac191a3c67', '30f51fcc-b373-4b85-9ba0-40d958542540', 'dc333343-ecdf-4502-a6b7-35b8ba5c1684', '55536edf-d8c3-4415-aef5-5ffeb76a2bd5', '3b3c0cbf-7176-4d16-bc60-89eeeb679a76', '630f0ad9-d790-4a77-a847-e7acb31be6d8', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe', 'b0654f59-55d5-4c74-8420-3d3938f861e2', 'f03acb0d-bfe6-45f8-847c-d3fa96aabe1f', 'cc12b367-a374-4c8a-bd04-8b24e412af3c']","['Kasteel Hoensbroek', 'Kasteel Doornenburg', 'Kasteel Doorwerth', 'Kasteel Amerongen', 'Kasteel Radboud', 'De Hollandsche Manege', 'Kasteel Huis Bergh', 'Botanische Tuin De Kruidhof', 'Museumstoomtram Hoorn-Medemblik', 'Nederlands Openluchtmuseum']","['castles', 'parking', 'discovery anthropology']"
41,boxkgzjhvs,"['029464f3-265b-4b69-a71d-cdd346b53c34', '33fdc6ef-026e-4a2d-afc1-8b56f1ed6a08', '9adecd58-7f1f-4add-a0e2-8dcdc0d8bbc2', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', 'ae32e45b-c9aa-4cc1-ac06-6ddb93c9630b', '5ea552c8-0db1-4e75-b6b0-d5b5933a5f2f', '36da426c-d98f-41bc-ba5a-770e4412f569', '13f31d31-81bc-4d7a-9347-da1fa9ce5e43', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '98bfd0ed-dbf9-4d89-ae77-bba0a13ce4d0']","['Tropenmuseum Junior', 'Museum Volkenkunde', 'Florence Nightingale Instituut', 'Museon', 'BAK, basis voor actuele kunst', 'Limburgs Museum', ""Museum Tromp's Huys"", 'Nationaal Holocaust Museum', 'Joods Historisch Museum', 'Humanity House']","['parking', 'ethnology', 'visual historical art']"
42,dvgybenjkw,"['cb0ac5e1-e2e8-429e-9b48-54414bf84d2b', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', '92652b8f-7600-4bee-8640-1c40b21a32cf', '39602e5d-e0c7-4304-aa89-ba9d234d12fa', 'f7e3d4b2-ae53-41c5-aa79-cfa323796de7', '0c2e2821-f3fd-4403-8b5a-37cb256b76a2', 'cda45f48-2deb-4062-bd6f-ad4da92c8114', '832cd1d6-c933-4279-8ae6-1e3fa38853a2', 'a6fc14aa-84ee-4c59-8801-baf29c2557dd', '630f0ad9-d790-4a77-a847-e7acb31be6d8']","['Museum van de Geest | Outsider Art', 'NEMO Science Museum', 'Museum Van Loon', 'Het Cuypershuis', 'Paviljoen Nederland en WOI', 'Kamp Westerbork', 'Museummolen en molenwinkel De Walvisch', 'Museum de Kantfabriek', 'Museum Huis Doorn', 'De Hollandsche Manege']","['disabled', 'culture', 'discovery anthropology']"
43,xgolvjsyri,"['c47b5df9-92d4-417b-a80b-61b3a787bad9', '8fae9e9b-5c62-477b-9ccc-d9d3ec1d695c', '8061314a-3e6b-48fe-9f8e-73d62660147d', '4c123cbb-afaa-4150-94ff-4b94dfc60b4f', '2aab8e4a-58db-4bf4-afe8-06a444b8e56c', '1f85673a-ba18-4aaf-821a-baf56c7efea7', '95a74653-495e-4420-82e0-a1a6195f974d', 'ce2b5a40-c6a4-4342-b4cb-ebc677e7af8f', 'a28f5f86-7181-44e8-9dcc-12ca3f94b4a7', '38609b0d-35a3-43ce-9896-d7c42996b702']","['Museum MORE', 'Nederlands Zilvermuseum', 'Foam Fotografiemuseum Amsterdam', 'Museum Helmond', 'Keramiekmuseum Princessehof', 'Hermitage Amsterdam', 'Museum De Lakenhal', 'Museum De Wieger', 'Heerenveen Museum', 'Museum Slager']","['exhibitions artists', 'scavenger', 'restaurant']"
44,tcswmeyjfl,"['43342fe3-e57f-4b74-883f-207d1cf0a24b', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '832cd1d6-c933-4279-8ae6-1e3fa38853a2', 'e89e2757-e3e7-4d22-bba5-58f4164a0105', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', '4cb403ef-21c9-4731-86a2-f9f32bd44487', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', '4b596778-4379-48da-a946-0d04e39e3cea']","['De Bastei', 'Zeeuws Maritiem MuZEEum', 'Veiligheidsmuseum PIT', 'Museum de Kantfabriek', 'Museum Staphorst', 'Universiteitsmuseum Groningen', 'Brabants Museum Oud Oosterhout', 'PreHistorisch Dorp', 'NEMO Science Museum', 'Museum Het Pakhuis']","['children', 'openair', 'nature tech']"
45,gahxtnivlb,"['a001e606-6873-4420-92be-8c458691bf35', '9bcb7330-2cae-44b4-9fca-9f6e1c4501e5', '02f0dab3-4ee5-4c38-a0b8-ae02ed4b06b3', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', '1cf7d97e-57d6-4550-be98-8d19ea5ac3a5', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', '2a3a81ef-29ee-44f9-9367-26f890075735', 'd393d962-7ee9-411b-8c60-c0879d6e3fd7', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', 'd6dceab9-27ce-41aa-9be2-9e5189ba51f0']","['Natuurmuseum Brabant', 'Natuurcentrum Ameland', 'Botanische Tuinen Utrecht', 'Natuurmuseum Fryslân', 'Pieter Vermeulen Museum', 'Universiteitsmuseum Groningen', 'De Museumfabriek', 'Micropia', 'Museon', 'Muzeeaquarium Delfzijl']","['trainstation', 'nature', 'gardens']"
46,irszwnclhu,"['095343bc-bce6-4c73-a7b2-01a75c9b2efa', '97dca6c1-6b1a-4ffe-a048-83ecce6707a5', '36da426c-d98f-41bc-ba5a-770e4412f569', 'd0077c9a-8102-4749-ba85-fe2e8b3ef53d', '4b596778-4379-48da-a946-0d04e39e3cea', '54f9204e-e6fd-4ea3-a352-84484292b8ba', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', 'd9c3694b-8999-46e7-9264-66e2ca190c86', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '0d9b11c5-4842-4d97-b105-908bca7c8fa5']","['NEMO Science Museum', 'Beeld en Geluid Den Haag', ""Museum Tromp's Huys"", 'GeoFort', 'Museum Het Pakhuis', 'PreHistorisch Dorp', 'Natuurmuseum Fryslân', 'Veiligheidsmuseum PIT', 'Belasting & Douane Museum', 'Museum Speelklok']","['children', 'visual historical art', 'restaurant']"
47,osucfprmak,"['39c0d207-7edc-4e51-82bb-e0d0da3576d4', 'd0077c9a-8102-4749-ba85-fe2e8b3ef53d', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '6d4868c9-74a6-41f4-8c23-cabe36c82361', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', '97dca6c1-6b1a-4ffe-a048-83ecce6707a5', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1']","['Stadhuismuseum Zierikzee', 'GeoFort', 'NEMO Science Museum', 'PreHistorisch Dorp', 'Nationaal Onderwijsmuseum', 'Natuurmuseum Fryslân', 'Beeld en Geluid Den Haag', 'Museum Speelklok', 'Veiligheidsmuseum PIT', 'Zeeuws Maritiem MuZEEum']","['naval', 'weelchair', 'children']"
48,yedkvzmilo,"['aa8279d3-78cf-4af8-8f83-24dd44caabd6', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe', '64669da3-83b4-421d-a306-4f0c6669d7db', 'eba73114-b030-49d1-9108-e60ea8670b3a', 'bffa1b0e-67c1-4bd4-bfbf-b35c436a2663', 'd545be8a-48d2-4af9-862d-d26a821787e0', '1f85673a-ba18-4aaf-821a-baf56c7efea7', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6', '890092e9-15a8-431f-ad8b-2e8c0b4a1377', 'a8d715f7-82f5-4df4-9308-0d33c4c1eaa2']","['Amsterdam Museum', 'Kasteel Huis Bergh', 'Grachtenmuseum Amsterdam', 'Museum Het Schip', 'De Oude Kerk', 'Paleis Het Loo', 'Hermitage Amsterdam', 'Stedelijk Museum Alkmaar', 'Museum Abdijkerk', 'Koninklijk Paleis Amsterdam']","['restaurant', 'culture', 'historical']"
49,ktwhiaogbe,"['c4cc477e-1442-4ef9-96ea-539e46356b07', '7e411587-1b9d-44f9-ada4-5305bea2798e', 'c92918d5-cb45-432d-9874-7b54289beb09', '27b9e34f-c9da-47d5-a22e-d5140b9b0d18', '1e0cce9a-388c-4c99-b2c6-654ad23574aa', '7a27d9cd-4c8e-41d0-88c4-e0dafb39f84b', '15d80092-895b-45cb-aad9-b1b470cfc177', '5a140fbe-2efc-42e1-ad57-c01ac3a7b409', '0aa09155-261b-4190-a561-e593ca877e24', '1d9c7610-ab17-4f68-ae48-9cefefc32b20']","['Louis Couperus Museum', 'Museum Boijmans Van Beuningen', 'Nederlands Stoommachinemuseum', 'Museum Sterrenwacht Sonnenborgh', 'Gelders Geologisch Museum', 'Museum De Voorde', 'Space Expo', 'Observeum Burgum', 'Museum voor anatomie en pathologie', 'Continium discovery center']","['parking', 'national speciality', 'science']"
