,publicName,translationSetId,rating,architectonic,educative,historic_location,historic_museum,castles,churches,children,art_galleries,art_museum,military,specialty,gardens,science,museumId,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,visual,culture,naval,nature,tech,ethnology,small_museum,zero_four,five_eight,nine_twelve,activity,audiotour,exhibition,lecture,scavenger,library,openair,parking,weelchair,disabled,trainstation,restaurant
248,Industrieel Museum Zeeland,80d22ad4-79ea-4688-97ec-4c93dc366e48,20.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0af2f9c3-cdb5-4430-b109-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
249,Museum van Egmond,810e8ace-0c20-4d65-b2c0-e1ad4ae0c60d,23.0,0,0,0,0,0,0,0,0,0,0,1,0,0,ab402d83-973f-47f3-b086-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
250,Museum de Kantfabriek,832cd1d6-c933-4279-8ae6-1e3fa38853a2,20.0,0,0,0,1,0,0,0,0,0,0,0,0,0,b53407e6-c35d-4cf3-b115-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
251,Kasteel Het Nijenhuis,85cac575-f2a0-4260-9aa2-baca96d38f3b,49.0,0,0,0,0,1,0,0,0,0,0,0,0,0,bdb31046-d19b-430b-b03d-08d7f60b9c3e,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
252,Dordrechts Museum,85f6a07b-2a79-4b74-9c35-19a9e0ccfb9e,355.0,0,0,0,0,0,0,0,0,1,0,0,0,0,5c44edf1-2457-4142-afb7-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0
253,Grote Kerk Alkmaar,8631ec67-dd0c-44b2-bb33-d4711b1ceb1a,246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,073246ce-5208-43c7-afaf-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
254,Feyenoord Museum,86530fe9-05f8-4d04-8aae-1a59202425e8,511.0,0,0,0,0,0,0,0,0,0,0,0,0,0,61a12854-c990-42f8-b0fb-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
255,Stadskasteel Zaltbommel,86ce2124-88f3-4fce-b174-20b61d0bdaaa,24.0,0,0,0,0,0,0,0,0,0,0,1,0,0,d745a2d0-4f5d-4b66-b11c-08d7f60b9c3e,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
256,Museum Nairac,8743beac-5f97-4417-b3c5-b2797057afec,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0407f434-cc20-4236-b06d-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
257,Chabot Museum,878343ed-4a2c-44e9-bd89-998e67720b2d,53.0,0,0,0,0,0,0,0,0,1,0,0,0,0,bc258bc4-0e1f-424f-afa2-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
258,Museum Martena,87b2cce5-2b71-4838-90cc-85ed7f345937,55.0,0,0,0,0,0,0,0,0,0,0,1,0,0,dc512f81-2c90-4737-b06b-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
259,Museum Abdijkerk,890092e9-15a8-431f-ad8b-2e8c0b4a1377,20.0,0,0,0,0,0,1,0,0,0,0,0,0,0,b52ca443-8010-4262-b031-08d7f60b9c3e,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
260,West Den Haag,898f1dfc-f868-44a0-8389-eb6b79d2e0c5,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,a4edd1a3-ac28-4a22-b136-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
261,De Glasblazerij,8a69c954-70b7-4db9-9185-6737eb63640b,51.0,0,0,0,0,0,0,0,0,0,0,1,0,0,4ef61f65-711c-4d3f-afae-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Stadsmuseum Rhenen,8ad14ab1-1948-468c-9a63-7094f85cd1bc,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,6c6084b6-48be-4037-b0e5-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
263,Stedelijk Museum Schiedam,8b41c423-33f1-47d4-820f-cb0f4e1392fd,92.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3a9c71b2-7833-490d-b12f-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
264,Japanmuseum SieboldHuis,8bb5d8e6-f32c-402b-b482-fc69ca39b6d3,141.0,0,0,0,0,0,0,0,0,0,0,1,0,0,7a19f329-b3dd-4e62-aff9-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
265,Kranenburgh,8c34f8b3-6487-4a08-a6ba-f5afa61aea72,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,c40acdbc-53b8-4304-b10f-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
266,Museum 't Oude Slot,8f9a43db-d28a-4857-b4e5-2f128210a7ee,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,cde5d631-c809-41af-b082-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
267,Vleeshal,8fad50cc-1285-4f27-8a1d-9d2395dff367,125.0,0,0,0,0,0,0,0,0,1,0,0,0,0,928d378a-21da-4323-b0f0-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
268,Nederlands Zilvermuseum,8fae9e9b-5c62-477b-9ccc-d9d3ec1d695c,80.0,0,0,0,0,0,0,0,0,0,0,1,0,0,848ac65a-6bf9-4122-b0b8-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1
269,Streekmuseum Veldzicht,90006235-c0cb-44f3-9b3b-cbdab208f562,9.0,0,0,0,0,0,0,0,0,0,0,1,0,0,290640fa-ca6f-4825-b140-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Museum Ons' Lieve Heer op Solder,90ebf3e8-d8ee-4b3b-9e62-3a17130bf3bf,3.307,0,0,0,0,0,0,0,0,0,0,1,0,0,adf31997-7479-49cb-b071-08d7f60b9c3e,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
271,Museum Het Bolwerk,90f38d1a-ff33-4241-9b7f-1ced4a707fda,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,3b009c2e-4e5d-4f98-b102-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
272,Streek & Landbouwmuseum Goemanszorg,9231914a-1dac-4afe-b28a-cc37ee7c5bfd,11.0,0,0,0,0,0,0,0,0,0,0,1,0,0,38aaea1c-5e03-4fc2-b139-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
273,Museum Van Loon,92652b8f-7600-4bee-8640-1c40b21a32cf,950.0,0,0,1,0,0,0,0,0,0,0,0,0,0,c5f937ae-c7aa-43d4-b087-08d7f60b9c3e,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
274,Museum Vekemans,92a78cc5-2d70-4c73-bc86-b927906fae70,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0,2d13e51a-6c09-49c1-b120-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
275,Elisabeth Weeshuis Museum,92a87b6a-4b73-4d77-a81b-4d4501893c4e,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,efbab6d2-779c-4ad6-afbb-08d7f60b9c3e,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
276,Beeld en Geluid,92f68db4-1a4e-4847-990b-9710c4696e9a,390.0,0,0,0,0,0,0,0,0,0,0,1,0,0,00a12e8d-f885-4a76-b0af-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
277,Nationaal Tinnen Figuren Museum,93062e20-901e-46a2-b1f4-107cd82e7ed5,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,ba81f810-52ff-4c85-b0a4-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
278,Singer Laren,937d7d96-ccc0-4131-b26a-b37969c68770,221.0,0,0,0,0,0,0,0,0,0,0,1,0,0,93f5ebd8-d47d-4432-b0d7-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
279,Natura Docet Wonderryck Twente,93ee982c-adfd-4233-8260-6bb567853af9,43.0,0,0,0,0,0,0,0,0,0,0,1,0,0,d0a048b0-4e03-498a-b0a8-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0
280,Missiemuseum Steyl,944a4c15-58c0-44dc-8f8a-c65b44179c16,55.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0a3fb9f0-599a-44b4-b02a-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
281,CODA,9457c575-1900-4fc7-aca3-c7e1a1f26826,102.0,0,0,0,0,0,0,0,0,0,0,1,0,0,a2f872a3-5e27-4705-afa4-08d7f60b9c3e,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
282,SCHUNCK,9490d5b2-9ed8-47f1-9986-efeb777b11cd,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,d960765e-a3e7-409d-b12c-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
283,Museum Sjoel Elburg,959c8b54-68f3-4286-9734-ff3acfb67137,33.0,0,0,0,0,0,0,0,0,0,0,1,0,0,45cf1f7f-a6b3-4a0b-b079-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
284,Museum De Lakenhal,95a74653-495e-4420-82e0-a1a6195f974d,190.0,0,0,0,0,0,0,0,0,1,0,0,0,0,63903853-0a8a-47d3-b03f-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0
285,Drukkerijmuseum Meppel,95f9ed82-84f8-402c-89e2-30e0419d552b,19.0,0,0,0,0,0,0,0,0,0,0,1,0,0,6f7af94f-07dc-4613-afb9-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0
286,"Streekmuseum ""De Meestoof""",9689a6f1-871a-41e9-8f7d-a67d59ac7b98,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,705f3b1d-3494-4155-b13b-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
287,Het Dordts Patriciërshuis,96acdc9e-660a-421d-891a-4282fc8ddaa3,56.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1f580592-fe34-416c-afdb-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Museumbrouwerij de Roos,96c8d522-087d-4746-bec6-f201f4b6b192,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0278d46e-35cc-4ef4-96cd-08d81e1f1787,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
289,Valkerij en Sigarenmakerij Museum,97033fee-77bb-4ab2-b0f2-ac7821742393,9.0,0,0,0,0,0,0,0,0,0,0,1,0,0,80a314fe-1700-44e9-b14e-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
290,Zuiderzeemuseum,971a3945-faba-4021-8d5b-5b6fcd124640,1.073,0,0,0,1,0,0,0,0,0,0,0,0,0,87acd874-090c-4f51-b169-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1
291,Museum Dorestad,976e2c87-ddaa-44f2-95b9-3402db1a7f8e,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,00054e83-7cad-4bf3-b04b-08d7f60b9c3e,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Beeld en Geluid Den Haag,97dca6c1-6b1a-4ffe-a048-83ecce6707a5,23.0,0,0,0,0,0,0,1,0,0,0,0,0,0,30b374f2-3eb9-42df-51a6-08d82d7e1576,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
293,Anne Frank Huis,98910334-b730-446f-9b09-a7cf440699f6,62.303999999999995,0,0,1,0,0,0,0,0,0,0,0,0,0,1b0e6f78-7ce9-463a-af91-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
294,Humanity House,98bfd0ed-dbf9-4d89-ae77-bba0a13ce4d0,52.0,0,0,0,0,0,0,0,0,1,0,0,0,0,6ad630bc-2cc9-45b6-aff4-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
295,Kasteel Hernen,98c5d4e0-b4e6-4c5e-98ff-1b6b68a10a28,29.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1068e07a-97c6-409c-b002-08d7f60b9c3e,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
296,Miramar Zeemuseum,9967b239-a72b-4ad5-9215-c6383b7229d7,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,06a969a5-1bbb-4285-b029-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
297,Nationaal Reddingmuseum Dorus Rijkers,9ad52af8-ef66-4266-b413-0e1a57995f50,73.0,0,0,0,0,0,0,0,0,0,0,1,0,0,58981d88-8ecd-4c80-b0a3-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
298,Florence Nightingale Instituut,9adecd58-7f1f-4add-a0e2-8dcdc0d8bbc2,579.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1d44f2ae-0d0c-4a05-afc0-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Slot Loevestein,9afcd6a2-85e3-4c7c-9f82-887076f83a68,240.0,0,0,0,0,1,0,0,0,0,0,0,0,0,df33da9e-8e5b-4455-b07b-08d7f60b9c3e,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
300,Natuurcentrum Ameland,9bcb7330-2cae-44b4-9fca-9f6e1c4501e5,711.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2fc631b8-9e65-41c0-b0aa-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
301,Nederlands Watermuseum,9c4bddf8-9bef-46cb-a2ef-5f13ba85884f,91.0,0,0,0,0,0,0,0,0,0,0,1,0,0,531b6107-23f6-4f28-b0b7-08d7f60b9c3e,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1
302,Watersnoodmuseum,9c7d3144-c492-4dbe-9c4e-6ced41468747,396.0,0,0,0,0,0,0,0,0,0,0,1,0,0,f06861fc-94f9-4fda-b15e-08d7f60b9c3e,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
303,Gorcums Museum,9d3a2998-159f-42de-b069-48efe943607d,43.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0138b762-ab30-45b0-afd2-08d7f60b9c3e,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
304,Museum W,9d6fdbeb-e330-4eb0-9fa7-cd26adfe7413,262.0,0,0,1,0,0,0,0,0,0,0,0,0,0,bb217311-ba47-47ce-afcf-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
305,Museum Rotterdam,9dd3fd7c-9281-4e0b-a661-909e597b93ee,100.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0fd9f5c8-4592-4343-b077-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0
306,Mariniersmuseum,9f10ad8a-4d3c-4d7e-ab05-5c1bf5adc3f0,62.0,0,0,0,0,0,0,0,0,0,0,1,0,0,a0c25fba-3814-4b79-b01e-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1
307,Kasteel Keukenhof,9f88e8ae-c589-427e-becb-1e071b215cd1,154.0,0,0,0,0,1,0,0,0,0,0,0,0,0,85b928a6-78ab-48b8-b00d-08d7f60b9c3e,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
308,Museum Stad Appingedam,9fdbc525-a8e2-4314-af3d-5ee0c95e22d5,10.0,0,0,0,0,0,0,0,0,1,0,0,0,0,f89f57e4-1a7f-42c2-b07f-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
309,Natuurmuseum Brabant,a001e606-6873-4420-92be-8c458691bf35,142.0,0,0,0,0,0,0,0,0,0,0,1,0,0,6e784772-7b84-4b32-b0ad-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1
310,Kinderboekenmuseum,a02b36f2-4f62-449b-a071-822fcfab14b2,65.0,0,0,0,0,0,0,0,0,1,0,0,0,0,82ca87f0-e8e7-4343-b16d-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
311,Lalique Museum,a0891a06-7670-4cbd-bf82-992b33aeeee6,136.0,0,0,0,0,0,0,0,0,1,0,0,0,0,82eb1e16-c40f-47e0-b12d-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
312,GRID Grafisch Museum Groningen,a1b6fda7-eec4-4dde-a764-45c96b796e61,17.0,0,0,0,0,0,0,0,0,0,0,1,0,0,babe7e03-cce3-429f-afd4-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
313,TextielMuseum,a2040f47-849b-4ca6-967e-adee1ee5a930,257.0,0,0,0,0,0,0,0,0,0,0,1,0,0,9dcf338f-1b5c-49bd-b144-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1
314,Heerenveen Museum,a28f5f86-7181-44e8-9dcc-12ca3f94b4a7,9.0,0,0,0,0,0,0,0,0,1,0,0,0,0,7758d673-6d4a-4dce-afd7-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0
315,Museum van de Geest | Dolhuys,a2c1a9f7-97b2-493a-a04c-a760d4066ba9,176.0,0,0,1,0,0,0,0,0,0,0,0,0,0,179bdf0d-35dd-4478-afb6-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
316,Belasting & Douane Museum,a42cba4d-03ab-449a-8fb5-a24fb363afa5,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,bfb74b91-9e53-4486-af98-08d7f60b9c3e,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0
317,Kasteel Museum Sypesteyn,a4b7e371-748f-4f21-9730-c4835ffa6e64,30.0,0,0,0,0,0,0,0,0,0,0,1,0,0,9987edfd-64a9-4464-b005-08d7f60b9c3e,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
318,Museum 't Behouden Huys,a4e7ffe9-fe8a-4e22-9517-739881f87bfb,68.0,0,0,0,0,0,0,1,0,0,0,0,0,0,19e1db6b-b761-458d-b081-08d7f60b9c3e,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
319,Haags Historisch Museum,a5842601-ea16-4514-9b59-ce21fbbc2a4f,170.0,0,0,0,0,0,0,0,0,1,0,0,0,0,8b89781b-8544-4e5b-afd6-08d7f60b9c3e,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
320,Rijssens Museum,a58c6379-8b38-4361-ad34-c6c5f785a9f2,29.0,0,0,0,0,0,0,0,0,0,0,1,0,0,edd8b913-dca5-4edf-b0d3-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Kasteel Cannenburch,a5e644b6-829e-477a-956f-91eb4fa4e1a4,93.0,0,0,0,0,1,0,0,0,0,0,0,0,0,ae0c7144-7109-4260-affe-08d7f60b9c3e,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1
322,Museum Collectie Krop,a6036d08-a239-4ec5-8201-d9001d93cfe9,42.0,0,0,0,0,0,0,0,0,0,0,1,0,0,710c8b6b-e856-484d-afe5-08d7f60b9c3e,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
323,Wevershuis,a6b7df43-21c4-447b-be52-a436b89873cf,144.0,0,0,0,1,0,0,0,0,0,0,0,0,0,77b6f9c5-472e-428b-b162-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
324,Museum Huis Doorn,a6fc14aa-84ee-4c59-8801-baf29c2557dd,187.0,0,0,1,0,0,0,0,0,0,0,0,0,0,b45480a0-a5da-489e-afef-08d7f60b9c3e,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
325,Verzetsmuseum Amsterdam,a75d5925-5172-4816-a02e-919c48899db8,3.403,0,0,0,1,0,0,0,0,0,0,0,0,0,b8f74800-8a26-4ef2-b154-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
326,Airborne Museum at Hartenstein,a7e42402-9eb9-4312-abf5-ae09e951e068,899.0,0,0,0,0,0,0,0,0,0,0,1,0,0,c804a952-fafc-41ae-af8e-08d7f60b9c3e,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
327,Drents Museum,a8d2fca6-7408-4b0d-ac2b-1a599469390c,610.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0be567ed-d312-4e03-afb8-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1
328,Koninklijk Paleis Amsterdam,a8d715f7-82f5-4df4-9308-0d33c4c1eaa2,3.332,1,0,0,0,0,0,0,0,0,0,0,0,0,3fac01ef-df5e-4e03-b00f-08d7f60b9c3e,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0
329,Museum Nijkerk,a9d56613-d373-4a44-b70d-e4b98db1b38a,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,ddeb256b-a631-4e03-b11b-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
330,Huis Marseille,aa46ee69-710b-4127-b6d9-245822fbe203,176.0,0,0,0,0,0,0,0,0,0,0,1,0,0,cc5044b5-0448-47e9-aff0-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
